ID,Paper,Year,Publisher,Link,UML,UML_Image,Stage,Human Roles,AI Roles,Controls,Human modality,AI modality,Efficiency,Reliability,Interuption,Persistence,Expressive,Interpretability,Target user,Explanation
40,LightVA: Lightweight Visual Analytics with LLM Agent-Based Task Planning and Execution,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3496112,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Decompose [task]

    note over H,A: Visualization
    A ->> A: Execute [visualization & analysis]

    note over H,A: Insight Synthesis
    A ->> H: Present [insights]
    alt Task too complex
        A ->> A: Recursive [plan & execute]
    end
    H ->> H: Inspect [results]
    H ->> A: Refine [task or goal]",,Visualization,Selector,,Sequential,Vis Code,Vis,Medium,Medium,Medium,Continuous,Low,High,novice/general,The AI performs data analysis and visualization.
40,LightVA: Lightweight Visual Analytics with LLM Agent-Based Task Planning and Execution,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3496112,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Decompose [task]

    note over H,A: Visualization
    A ->> A: Execute [visualization & analysis]

    note over H,A: Insight Synthesis
    A ->> H: Present [insights]
    alt Task too complex
        A ->> A: Recursive [plan & execute]
    end
    H ->> H: Inspect [results]
    H ->> A: Refine [task or goal]",,Insight Synthesis,Recommender,Analyzer,Repetitive,Text Widget,Text Vis,Medium,High,Low,One-shot,High,High,novice/general,"The AI presents insights, the user inspects and adjusts tasks, possibly triggering recursive planning."
41,EXMOS: Explanatory Model Steering Through Multifaceted Explanations and Data Configurations,2024,CHI,https://arxiv.org/pdf/2402.00491,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    A ->> H: Provide [explanation]

    note over H,A: Data Preparation
    alt Manual
        H ->> A: Configure [data]
    else Automated
        A ->> H: Suggest [issue]
        H ->> A: Approve [fix]
    end

    note over H,A: Visualization
    A ->> H: Update [explanation]

    note over H,A: Insight Synthesis
    A ->> A: Retrain [model]
    H ->> A: Steer [model]",,Goal Setting,,Specifier,Sequential,Text,Text Vis,Medium,Medium,High,One-shot,High,Low,domain expert,The AI provides model or data explanations with textual and visual dashboards.
41,EXMOS: Explanatory Model Steering Through Multifaceted Explanations and Data Configurations,2024,CHI,https://arxiv.org/pdf/2402.00491,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    A ->> H: Provide [explanation]

    note over H,A: Data Preparation
    alt Manual
        H ->> A: Configure [data]
    else Automated
        A ->> H: Suggest [issue]
        H ->> A: Approve [fix]
    end

    note over H,A: Visualization
    A ->> H: Update [explanation]

    note over H,A: Insight Synthesis
    A ->> A: Retrain [model]
    H ->> A: Steer [model]",,Data Preparation,"Recommender, Transformer",Recommender,Decision,Widget Text,Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,The person configures data or approves AI suggestions through interface interactions and text.
41,EXMOS: Explanatory Model Steering Through Multifaceted Explanations and Data Configurations,2024,CHI,https://arxiv.org/pdf/2402.00491,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    A ->> H: Provide [explanation]

    note over H,A: Data Preparation
    alt Manual
        H ->> A: Configure [data]
    else Automated
        A ->> H: Suggest [issue]
        H ->> A: Approve [fix]
    end

    note over H,A: Visualization
    A ->> H: Update [explanation]

    note over H,A: Insight Synthesis
    A ->> A: Retrain [model]
    H ->> A: Steer [model]",,Visualization,,Updater,Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,domain expert,"The system updates explanations, showing model and data states in charts."
41,EXMOS: Explanatory Model Steering Through Multifaceted Explanations and Data Configurations,2024,CHI,https://arxiv.org/pdf/2402.00491,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    A ->> H: Provide [explanation]

    note over H,A: Data Preparation
    alt Manual
        H ->> A: Configure [data]
    else Automated
        A ->> H: Suggest [issue]
        H ->> A: Approve [fix]
    end

    note over H,A: Visualization
    A ->> H: Update [explanation]

    note over H,A: Insight Synthesis
    A ->> A: Retrain [model]
    H ->> A: Steer [model]",,Insight Synthesis,,,Repetitive,Text,Vis,Medium,High,Low,One-shot,High,High,domain expert,"The person manipulates models, the AI retrains and outputs updated visual explanations."
42,“The Data Says Otherwise” – Towards Automated Fact-checking and Communication of Data Claims,2024,UIST,https://dl.acm.org/doi/pdf/10.1145/3654777.3676359,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [claim]

    note over H,A: Data Preparation
    A ->> A: Map [data]
    A ->> A: Retrieve [evidence]

    note over H,A: Insight Synthesis
    A ->> H: Present [verdict]
    alt Override
        H ->> A: Correct [decision]
        A ->> A: Revise [pipeline]
    end

    note over H,A: Visualization
    A ->> H: Show [visualization]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,general user,The user submits data statements.
42,“The Data Says Otherwise” – Towards Automated Fact-checking and Communication of Data Claims,2024,UIST,https://dl.acm.org/doi/pdf/10.1145/3654777.3676359,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [claim]

    note over H,A: Data Preparation
    A ->> A: Map [data]
    A ->> A: Retrieve [evidence]

    note over H,A: Insight Synthesis
    A ->> H: Present [verdict]
    alt Override
        H ->> A: Correct [decision]
        A ->> A: Revise [pipeline]
    end

    note over H,A: Visualization
    A ->> H: Show [visualization]",,Data Preparation,,Interpreter,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,general user,The system maps statements and retrieves evidence.
42,“The Data Says Otherwise” – Towards Automated Fact-checking and Communication of Data Claims,2024,UIST,https://dl.acm.org/doi/pdf/10.1145/3654777.3676359,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [claim]

    note over H,A: Data Preparation
    A ->> A: Map [data]
    A ->> A: Retrieve [evidence]

    note over H,A: Insight Synthesis
    A ->> H: Present [verdict]
    alt Override
        H ->> A: Correct [decision]
        A ->> A: Revise [pipeline]
    end

    note over H,A: Visualization
    A ->> H: Show [visualization]",,Insight Synthesis,Refiner,"Producer, Refiner",Sequential,,Vis,Medium,High,High,One-shot,High,High,general user,"The system provides conclusions, the user may correct them, and the AI updates pipelines."
42,“The Data Says Otherwise” – Towards Automated Fact-checking and Communication of Data Claims,2024,UIST,https://dl.acm.org/doi/pdf/10.1145/3654777.3676359,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [claim]

    note over H,A: Data Preparation
    A ->> A: Map [data]
    A ->> A: Retrieve [evidence]

    note over H,A: Insight Synthesis
    A ->> H: Present [verdict]
    alt Override
        H ->> A: Correct [decision]
        A ->> A: Revise [pipeline]
    end

    note over H,A: Visualization
    A ->> H: Show [visualization]",,Visualization,,Presenter,Decision,,Vis,Medium,Medium,Low,One-shot,Low,High,general user,The system visualizes data evidence.
43,LEVA: Using Large Language Models to Enhance Visual Analytics,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3368060,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Request [onboarding]

    note over H,A: Data Preparation
    A ->> H: Explain [visualization & relationships]
    A ->> A: Analyze [system status & data]

    note over H,A: Visualization
    H ->> H: Explore [data]
    A ->> H: Recommend [insights as annotations]

    note over H,A: Insight Synthesis
    H ->> A: Request [summarization]
    A ->> H: Generate [report with visuals & text]",,Goal Setting,"Evaluator, Refiner",Refiner,Sequential,Text,Text,Medium,Medium,Low,One-shot,High,Low,novice/general,The user requests onboarding.
43,LEVA: Using Large Language Models to Enhance Visual Analytics,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3368060,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Request [onboarding]

    note over H,A: Data Preparation
    A ->> H: Explain [visualization & relationships]
    A ->> A: Analyze [system status & data]

    note over H,A: Visualization
    H ->> H: Explore [data]
    A ->> H: Recommend [insights as annotations]

    note over H,A: Insight Synthesis
    H ->> A: Request [summarization]
    A ->> H: Generate [report with visuals & text]",,Data Preparation,,,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,novice/general,The system explains visualizations and relations and analyzes data.
43,LEVA: Using Large Language Models to Enhance Visual Analytics,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3368060,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Request [onboarding]

    note over H,A: Data Preparation
    A ->> H: Explain [visualization & relationships]
    A ->> A: Analyze [system status & data]

    note over H,A: Visualization
    H ->> H: Explore [data]
    A ->> H: Recommend [insights as annotations]

    note over H,A: Insight Synthesis
    H ->> A: Request [summarization]
    A ->> H: Generate [report with visuals & text]",,Visualization,Explorer,Recommender,Sequential,,Vis Text,Medium,Medium,Low,One-shot,Low,High,novice/general,The system recommends insights and annotates them in visualizations.
43,LEVA: Using Large Language Models to Enhance Visual Analytics,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3368060,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Request [onboarding]

    note over H,A: Data Preparation
    A ->> H: Explain [visualization & relationships]
    A ->> A: Analyze [system status & data]

    note over H,A: Visualization
    H ->> H: Explore [data]
    A ->> H: Recommend [insights as annotations]

    note over H,A: Insight Synthesis
    H ->> A: Request [summarization]
    A ->> H: Generate [report with visuals & text]",,Insight Synthesis,Refiner,Refiner,Sequential,Vis Text,Text,Medium,High,Low,One-shot,High,High,novice/general,"The user requests summaries, the system generates reports combining text and visualization."
44,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2023.3327200,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Extract [insight]
    A ->> H: Recommend [sequence]

    note over H,A: Visualization
    H ->> A: View [chart]

    note over H,A: Insight Synthesis
    alt Modify
        H ->> A: Edit [step]
        A ->> H: Update [sequence]
    else Accept
        H ->> A: Continue [exploration]
    end",,Goal Setting,Updater,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user uploads time series datasets.
44,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2023.3327200,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Extract [insight]
    A ->> H: Recommend [sequence]

    note over H,A: Visualization
    H ->> A: View [chart]

    note over H,A: Insight Synthesis
    alt Modify
        H ->> A: Edit [step]
        A ->> H: Update [sequence]
    else Accept
        H ->> A: Continue [exploration]
    end",,Data Preparation,,"Interpreter, Recommender",Sequential,,Text Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI extracts insights and recommends EVA sequences.
44,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2023.3327200,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Extract [insight]
    A ->> H: Recommend [sequence]

    note over H,A: Visualization
    H ->> A: View [chart]

    note over H,A: Insight Synthesis
    alt Modify
        H ->> A: Edit [step]
        A ->> H: Update [sequence]
    else Accept
        H ->> A: Continue [exploration]
    end",,Visualization,Explorer,,Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The system generates annotated charts.
44,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2023.3327200,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Extract [insight]
    A ->> H: Recommend [sequence]

    note over H,A: Visualization
    H ->> A: View [chart]

    note over H,A: Insight Synthesis
    alt Modify
        H ->> A: Edit [step]
        A ->> H: Update [sequence]
    else Accept
        H ->> A: Continue [exploration]
    end",,Insight Synthesis,"Refiner, Selector",Refiner,Decision,Vis,,Medium,High,High,One-shot,High,High,domain expert,"The user modifies or accepts recommended steps, the system updates exploration sequences."
45,ArticulatePro: A Comparative Study on a Proactive and Non-Proactive Assistant in a Climate Data Exploration Task,2024,CHI,http://arxiv.org/abs/2409.10797,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Conversation
        H ->> H: Discuss [data exploration ideas]
        A ->> A: Continuously listen [context]
    end

    note over H,A: Visualization
    opt Detect [opportunity]
        A ->> H: Generate [relevant visualization proactively]
    end
    H ->> A: Request [new or modified visualization]
    A ->> H: Respond [visualization]

    note over H,A: Insight Synthesis
    H ->> H: Interpret [charts]",,Goal Setting,Demonstrator,,Parallel,Speech,,Medium,Medium,Low,Continuous,High,Low,domain expert,"The user discusses exploration intents in dialogue, the AI continuously listens."
45,ArticulatePro: A Comparative Study on a Proactive and Non-Proactive Assistant in a Climate Data Exploration Task,2024,CHI,http://arxiv.org/abs/2409.10797,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Conversation
        H ->> H: Discuss [data exploration ideas]
        A ->> A: Continuously listen [context]
    end

    note over H,A: Visualization
    opt Detect [opportunity]
        A ->> H: Generate [relevant visualization proactively]
    end
    H ->> A: Request [new or modified visualization]
    A ->> H: Respond [visualization]

    note over H,A: Insight Synthesis
    H ->> H: Interpret [charts]",,Visualization,,"Generator, Presenter",Decision,Widget Speech,Vis,Medium,Medium,High,One-shot,Low,High,domain expert,"The AI proactively generates charts, the user requests modifications or additions."
45,ArticulatePro: A Comparative Study on a Proactive and Non-Proactive Assistant in a Climate Data Exploration Task,2024,CHI,http://arxiv.org/abs/2409.10797,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Conversation
        H ->> H: Discuss [data exploration ideas]
        A ->> A: Continuously listen [context]
    end

    note over H,A: Visualization
    opt Detect [opportunity]
        A ->> H: Generate [relevant visualization proactively]
    end
    H ->> A: Request [new or modified visualization]
    A ->> H: Respond [visualization]

    note over H,A: Insight Synthesis
    H ->> H: Interpret [charts]",,Insight Synthesis,Evaluator,,Sequential,Vis,,Medium,High,Low,One-shot,High,High,domain expert,The user interprets charts and co-explores with AI.
46,InsigHTable: Insight-driven Hierarchical Table Visualization with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3404454,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [table]

    note over H,A: Data Preparation
    A ->> A: Extract [features]
    A ->> A: Plan [actions]

    note over H,A: Visualization
    par Two-Stage Process
        A ->> A: Transform [structure]
        A ->> A: Select [block]
        A ->> A: Embed [visualization]
    end
    A ->> H: Show [result]

    note over H,A: Insight Synthesis
    alt Feedback
        H ->> A: Accept [feedback]
    else
        H ->> A: Reject [feedback]
    end
    A ->> A: Update [policy]",,Goal Setting,Updater,,Sequential,Widget,,Medium,Medium,Low,One-shot,High,Low,general user,The user uploads hierarchical tables.
46,InsigHTable: Insight-driven Hierarchical Table Visualization with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3404454,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [table]

    note over H,A: Data Preparation
    A ->> A: Extract [features]
    A ->> A: Plan [actions]

    note over H,A: Visualization
    par Two-Stage Process
        A ->> A: Transform [structure]
        A ->> A: Select [block]
        A ->> A: Embed [visualization]
    end
    A ->> H: Show [result]

    note over H,A: Insight Synthesis
    alt Feedback
        H ->> A: Accept [feedback]
    else
        H ->> A: Reject [feedback]
    end
    A ->> A: Update [policy]",,Data Preparation,,"Executor, Interpreter",Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,general user,The AI extracts features and plans actions.
46,InsigHTable: Insight-driven Hierarchical Table Visualization with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3404454,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [table]

    note over H,A: Data Preparation
    A ->> A: Extract [features]
    A ->> A: Plan [actions]

    note over H,A: Visualization
    par Two-Stage Process
        A ->> A: Transform [structure]
        A ->> A: Select [block]
        A ->> A: Embed [visualization]
    end
    A ->> H: Show [result]

    note over H,A: Insight Synthesis
    alt Feedback
        H ->> A: Accept [feedback]
    else
        H ->> A: Reject [feedback]
    end
    A ->> A: Update [policy]",,Visualization,,"Generator, Presenter",Parallel,,Vis,Medium,Medium,Low,Continuous,Low,High,general user,The system embeds visualizations and presents results.
46,InsigHTable: Insight-driven Hierarchical Table Visualization with Reinforcement Learning,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3404454,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [table]

    note over H,A: Data Preparation
    A ->> A: Extract [features]
    A ->> A: Plan [actions]

    note over H,A: Visualization
    par Two-Stage Process
        A ->> A: Transform [structure]
        A ->> A: Select [block]
        A ->> A: Embed [visualization]
    end
    A ->> H: Show [result]

    note over H,A: Insight Synthesis
    alt Feedback
        H ->> A: Accept [feedback]
    else
        H ->> A: Reject [feedback]
    end
    A ->> A: Update [policy]",,Insight Synthesis,Evaluator,Refiner,Decision,Vis,,Medium,High,High,One-shot,High,High,general user,"The user accepts or rejects feedback, the AI updates strategies."
47,Stile: Exploring and Debugging Social Biases in Pre-trained Text Representations,2024,CHI,https://dl.acm.org/doi/10.1145/3613904.3642111,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Define [domain]

    note over H,A: Data Preparation
    A ->> H: Compute [bias]

    note over H,A: Visualization
    A ->> H: Visualize [overview]
    H ->> A: Inspect [bias]

    note over H,A: Insight Synthesis
    A ->> H: Highlight [context]
    opt Debugging
        H ->> A: Modify [lens]
        A ->> H: Recompute [bias]
    end",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user defines analytic domains or themes.
47,Stile: Exploring and Debugging Social Biases in Pre-trained Text Representations,2024,CHI,https://dl.acm.org/doi/10.1145/3613904.3642111,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Define [domain]

    note over H,A: Data Preparation
    A ->> H: Compute [bias]

    note over H,A: Visualization
    A ->> H: Visualize [overview]
    H ->> A: Inspect [bias]

    note over H,A: Insight Synthesis
    A ->> H: Highlight [context]
    opt Debugging
        H ->> A: Modify [lens]
        A ->> H: Recompute [bias]
    end",,Data Preparation,,Analyzer,Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI computes bias.
47,Stile: Exploring and Debugging Social Biases in Pre-trained Text Representations,2024,CHI,https://dl.acm.org/doi/10.1145/3613904.3642111,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Define [domain]

    note over H,A: Data Preparation
    A ->> H: Compute [bias]

    note over H,A: Visualization
    A ->> H: Visualize [overview]
    H ->> A: Inspect [bias]

    note over H,A: Insight Synthesis
    A ->> H: Highlight [context]
    opt Debugging
        H ->> A: Modify [lens]
        A ->> H: Recompute [bias]
    end",,Visualization,Explorer,Generator,Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,"The AI presents bias overviews, the user inspects details."
47,Stile: Exploring and Debugging Social Biases in Pre-trained Text Representations,2024,CHI,https://dl.acm.org/doi/10.1145/3613904.3642111,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Define [domain]

    note over H,A: Data Preparation
    A ->> H: Compute [bias]

    note over H,A: Visualization
    A ->> H: Visualize [overview]
    H ->> A: Inspect [bias]

    note over H,A: Insight Synthesis
    A ->> H: Highlight [context]
    opt Debugging
        H ->> A: Modify [lens]
        A ->> H: Recompute [bias]
    end",,Insight Synthesis,Refiner,Refiner,Repetitive,Vis,Text,Medium,High,Medium,Continuous,High,High,domain expert,"The user modifies lenses, the AI recalculates bias."
48,Interpreting High-Dimensional Projections With Capacity,2024,TVCG,https://ieeexplore.ieee.org/document/10313136/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [data]

    note over H,A: Data Preparation
    A ->> H: Compute [capacity]

    note over H,A: Visualization
    A ->> H: Visualize [distortion]
    H ->> A: Explore [distribution]

    note over H,A: Insight Synthesis
    A ->> H: Recommend [adjustment]
    H ->> A: Modify [projection]
    A ->> H: Update [view]",,Goal Setting,Selector,,Sequential,Widget,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user selects data for dimensionality reduction.
48,Interpreting High-Dimensional Projections With Capacity,2024,TVCG,https://ieeexplore.ieee.org/document/10313136/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [data]

    note over H,A: Data Preparation
    A ->> H: Compute [capacity]

    note over H,A: Visualization
    A ->> H: Visualize [distortion]
    H ->> A: Explore [distribution]

    note over H,A: Insight Synthesis
    A ->> H: Recommend [adjustment]
    H ->> A: Modify [projection]
    A ->> H: Update [view]",,Data Preparation,,Analyzer,Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI computes capacity metrics.
48,Interpreting High-Dimensional Projections With Capacity,2024,TVCG,https://ieeexplore.ieee.org/document/10313136/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [data]

    note over H,A: Data Preparation
    A ->> H: Compute [capacity]

    note over H,A: Visualization
    A ->> H: Visualize [distortion]
    H ->> A: Explore [distribution]

    note over H,A: Insight Synthesis
    A ->> H: Recommend [adjustment]
    H ->> A: Modify [projection]
    A ->> H: Update [view]",,Visualization,Explorer,Generator,Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,"The AI presents projection distortion, the user explores."
48,Interpreting High-Dimensional Projections With Capacity,2024,TVCG,https://ieeexplore.ieee.org/document/10313136/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [data]

    note over H,A: Data Preparation
    A ->> H: Compute [capacity]

    note over H,A: Visualization
    A ->> H: Visualize [distortion]
    H ->> A: Explore [distribution]

    note over H,A: Insight Synthesis
    A ->> H: Recommend [adjustment]
    H ->> A: Modify [projection]
    A ->> H: Update [view]",,Insight Synthesis,Refiner,"Recommender, Refiner",Repetitive,Vis,,Medium,High,Medium,Continuous,High,High,domain expert,"The AI recommends adjustments, the user modifies projections."
49,SpectrumVA: Visual Analysis of Astronomical Spectra for Facilitating Classification Inspection,2024,TVCG,https://ieeexplore.ieee.org/document/10183376/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [spectrum]

    note over H,A: Data Preparation
    A ->> H: Suggest [redshift]

    note over H,A: Visualization
    H ->> A: Adjust [lines]
    A ->> H: Provide [feedback]

    note over H,A: Insight Synthesis
    H ->> A: Confirm [class]
    A ->> H: Recommend [similar]",,Goal Setting,Selector,,Sequential,Widget,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user selects interesting spectra.
49,SpectrumVA: Visual Analysis of Astronomical Spectra for Facilitating Classification Inspection,2024,TVCG,https://ieeexplore.ieee.org/document/10183376/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [spectrum]

    note over H,A: Data Preparation
    A ->> H: Suggest [redshift]

    note over H,A: Visualization
    H ->> A: Adjust [lines]
    A ->> H: Provide [feedback]

    note over H,A: Insight Synthesis
    H ->> A: Confirm [class]
    A ->> H: Recommend [similar]",,Data Preparation,,Recommender,Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI recommends candidate redshifts.
49,SpectrumVA: Visual Analysis of Astronomical Spectra for Facilitating Classification Inspection,2024,TVCG,https://ieeexplore.ieee.org/document/10183376/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [spectrum]

    note over H,A: Data Preparation
    A ->> H: Suggest [redshift]

    note over H,A: Visualization
    H ->> A: Adjust [lines]
    A ->> H: Provide [feedback]

    note over H,A: Insight Synthesis
    H ->> A: Confirm [class]
    A ->> H: Recommend [similar]",,Visualization,Updater,Updater,Repetitive,Vis,,Medium,Medium,Medium,Continuous,Low,High,domain expert,"The user adjusts spectral lines, the AI provides feedback."
49,SpectrumVA: Visual Analysis of Astronomical Spectra for Facilitating Classification Inspection,2024,TVCG,https://ieeexplore.ieee.org/document/10183376/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Select [spectrum]

    note over H,A: Data Preparation
    A ->> H: Suggest [redshift]

    note over H,A: Visualization
    H ->> A: Adjust [lines]
    A ->> H: Provide [feedback]

    note over H,A: Insight Synthesis
    H ->> A: Confirm [class]
    A ->> H: Recommend [similar]",,Insight Synthesis,Evaluator,Recommender,Sequential,Vis,,Medium,High,Low,One-shot,High,High,domain expert,"The user confirms classifications, the AI recommends similar spectra."
50,TopicRefiner: Coherence-Guided Steerable LDA for Visual Topic Enhancement,2024,TVCG,https://ieeexplore.ieee.org/document/10102323/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [topics]

    note over H,A: Data Preparation
    A ->> H: Extract [output]

    note over H,A: Visualization
    H ->> A: Refine [term]
    A ->> H: Recommend [term]
    H ->> A: Edit [document]
    A ->> H: Update [coherence]

    note over H,A: Insight Synthesis
    opt TopicOps
        H ->> A: Merge [topic]
        H ->> A: Split [topic]
        A ->> H: Adjust [result]
    end",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user sets the number of topics.
50,TopicRefiner: Coherence-Guided Steerable LDA for Visual Topic Enhancement,2024,TVCG,https://ieeexplore.ieee.org/document/10102323/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [topics]

    note over H,A: Data Preparation
    A ->> H: Extract [output]

    note over H,A: Visualization
    H ->> A: Refine [term]
    A ->> H: Recommend [term]
    H ->> A: Edit [document]
    A ->> H: Update [coherence]

    note over H,A: Insight Synthesis
    opt TopicOps
        H ->> A: Merge [topic]
        H ->> A: Split [topic]
        A ->> H: Adjust [result]
    end",,Data Preparation,,Interpreter,Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI extracts initial topics.
50,TopicRefiner: Coherence-Guided Steerable LDA for Visual Topic Enhancement,2024,TVCG,https://ieeexplore.ieee.org/document/10102323/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [topics]

    note over H,A: Data Preparation
    A ->> H: Extract [output]

    note over H,A: Visualization
    H ->> A: Refine [term]
    A ->> H: Recommend [term]
    H ->> A: Edit [document]
    A ->> H: Update [coherence]

    note over H,A: Insight Synthesis
    opt TopicOps
        H ->> A: Merge [topic]
        H ->> A: Split [topic]
        A ->> H: Adjust [result]
    end",,Visualization,Updater,"Recommender, Updater",Repetitive,,Vis Text,Medium,Medium,Medium,Continuous,Low,High,domain expert,"The user modifies terms, the AI recommends alternatives and updates coherence."
